ledger_public_id,settlement_public_id,group_size,relationship_type_candidate,is_potential_one_to_many,is_potential_many_to_one,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,description_embedding_cosine_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count
LED-000029,STL-000029-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.192879,0,0,0,23,54,75
LED-000029,STL-000595-0,1,one_to_one,0,0,5847.17,0.038248,1.038248,1,0.186047,0.477513,0.139535,0.139535,0,0.0,0,0,0.230769,0.133631,0,0,0,23,45,66
LED-000030,STL-000389-2,1,one_to_one,0,0,1116.17,0.025313,0.974687,0,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0.123208,0,0,0,63,65,126
LED-000030,STL-000030-0,1,one_to_one,0,0,985.95,0.02236,0.97764,2,0.555556,0.876923,0.555556,1.0,0,0.522233,1,1,1.0,0.338667,0,0,0,63,46,107
LED-000031,STL-000031-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.305505,0,0,0,31,7,36
LED-000031,STL-000421-0,1,one_to_one,0,0,3054.85,0.028611,0.971389,2,0.24,0.495098,0.16,0.16,0,0.0,0,0,0.307692,0.04714,0,0,0,31,26,55
LED-000031,STL-000286-0,1,one_to_one,0,0,3376.12,0.03162,0.96838,2,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.307692,0.122474,0,0,0,31,26,55
LED-000033,STL-000033-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.835504,0,0,0,37,17,52
LED-000033,STL-000446-0,1,one_to_one,0,0,10525.84,0.046528,0.953472,0,0.242424,0.475,0.30303,0.30303,0,0.0,0,0,0.230769,0.045502,0,0,0,37,19,54
LED-000033,STL-000274-0,1,one_to_one,0,0,5498.66,0.024306,0.975694,2,0.2,0.493333,0.2,0.2,0,0.0,0,0,0.230769,0.222277,0,0,0,37,39,74
LED-000034,STL-000394-0,1,one_to_one,0,0,1790.1,0.008951,0.991049,0,0.592593,0.677839,0.555556,0.631579,0,0.50128,0,0,0.230769,0.162088,0,0,0,29,15,42
LED-000034,STL-000172-0,1,one_to_one,0,0,996.06,0.00498,0.99502,0,0.137931,0.457265,0.068966,0.068966,0,0.0,0,0,0.230769,0.222925,0,0,0,29,13,40
LED-000034,STL-000034-0,1,one_to_one,0,0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.871813,0,0,0,29,13,40
LED-000034,STL-000064-0,1,one_to_one,0,0,6028.18,0.030141,0.969859,2,0.325581,0.514077,0.372093,0.352941,0,0.0,0,0,0.0,0.191079,0,1,0,29,21,48
LED-000034,STL-000174-0,1,one_to_one,0,0,6055.49,0.030278,0.969722,4,0.171429,0.449288,0.228571,0.228571,0,0.074125,0,0,0.230769,0.222925,0,0,0,29,24,51
LED-000034,STL-000574-0,1,one_to_one,0,0,2143.54,0.010718,1.010718,6,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.230769,0.222925,0,0,0,29,18,45
LED-000034,STL-000224-0,1,one_to_one,0,0,5466.23,0.027332,1.027332,7,0.307692,0.617949,0.358974,0.358974,0,0.065372,0,0,0.230769,0.20261,0,0,0,29,14,41
LED-000036,STL-000036-0,1,one_to_one,0,0,0.0,0.0,1.0,2,0.608696,0.8875,0.608696,1.0,0,0.597614,1,1,1.0,0.879883,0,0,0,37,28,63
LED-000036,STL-000116-0,1,one_to_one,0,0,1603.69,0.025383,0.974617,4,0.606061,0.637745,0.484848,0.666667,0,0.483046,0,0,0.230769,0.127,0,0,0,37,31,66
LED-000036,STL-000531-0,1,one_to_one,0,0,564.44,0.008934,1.008934,4,0.095238,0.420833,0.095238,0.095238,0,0.154303,0,0,0.230769,0.254,0,0,0,37,33,68
LED-000037,STL-000037-0,1,one_to_one,0,0,0.42,1.3e-05,0.999987,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.338667,0,0,0,37,57,92
LED-000038,STL-000033-0,1,one_to_one,0,0,6008.57,0.025873,0.974127,2,0.363636,0.580891,0.409091,0.409091,0,0.048507,0,0,0.230769,0.205153,0,0,0,50,17,65
LED-000038,STL-000274-0,1,one_to_one,0,0,11507.23,0.04955,0.95045,4,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0.779383,0,0,0,50,39,87
LED-000039,STL-000039-0,1,one_to_one,0,0,0.0,0.0,1.0,2,0.962963,0.992593,0.962963,0.962963,0,0.826087,1,1,1.0,0.3175,0,0,0,6,10,14
LED-000039,STL-000163-0,1,one_to_one,0,0,2020.18,0.010323,1.010323,4,0.333333,0.585538,0.291667,0.291667,0,-0.101144,0,0,0.230769,0.215614,0,0,0,6,21,25
LED-000040,STL-000040-0,1,one_to_one,0,0,22.49,0.000509,0.999491,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.184812,0,0,0,38,18,54
LED-000041,STL-000041-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.149071,0,0,0,22,15,35
LED-000042,STL-000042-0,1,one_to_one,0,0,20.46,8.6e-05,0.999914,1,0.285714,0.572222,0.357143,0.545455,0,0.096225,1,1,1.0,0.916544,0,0,0,25,44,67
LED-000042,STL-000089-0,1,one_to_one,0,0,8551.96,0.036081,1.036081,1,0.285714,0.527778,0.285714,0.285714,0,0.0,0,0,0.230769,0.269408,0,0,0,25,38,61
LED-000042,STL-000581-0,1,one_to_one,0,0,7328.6,0.030919,0.969081,3,0.285714,0.535256,0.285714,0.285714,0,0.0,0,0,0.230769,0.187251,0,0,0,25,13,36
LED-000042,STL-000335-0,1,one_to_one,0,0,7133.05,0.030094,1.030094,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.169334,0,0,0,25,22,45
LED-000042,STL-000204-0,1,one_to_one,0,0,6473.92,0.027313,1.027313,5,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.307692,0.215614,0,0,0,25,12,35
LED-000042,STL-000139-0,1,one_to_one,0,0,2661.46,0.011229,0.988771,7,0.275862,0.56746,0.275862,0.275862,0,0.0,0,0,0.230769,0.195965,0,0,0,25,53,76
LED-000043,STL-000110-0,1,one_to_one,0,0,1321.45,0.014309,0.985691,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.742308,0,0,0,31,12,41
LED-000043,STL-000038-0,1,one_to_one,0,0,436.41,0.004726,0.995274,6,0.25641,0.546296,0.358974,0.358974,0,-0.065938,0,0,0.230769,0.231455,0,0,0,31,53,82
LED-000043,STL-000038-2,1,one_to_one,0,0,968.59,0.010488,0.989512,7,0.315789,0.606061,0.263158,0.263158,0,0.0,0,0,0.230769,-0.044544,0,0,0,31,49,78
LED-000044,STL-000044-0,1,one_to_one,0,0,0.48,1e-05,1.00001,1,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0.27735,0,0,0,20,27,45
LED-000044,STL-000296-0,1,one_to_one,0,0,2165.97,0.045118,0.954882,7,0.367347,0.626327,0.326531,0.326531,0,0.0,0,0,0.0,0.09245,0,1,0,20,21,39
LED-000045,STL-000045-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,1,1,1.0,0.164122,0,0,0,37,45,80
LED-000046,STL-000046-0,1,one_to_one,0,0,778.51,0.007764,0.992236,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.860663,0,1,0,36,55,89
LED-000046,STL-000427-0,1,one_to_one,0,0,4157.21,0.041462,1.041462,2,0.133333,0.422619,0.133333,0.133333,0,0.0,0,0,0.230769,0.117851,0,0,0,36,41,75
LED-000047,STL-000047-0,1,one_to_one,0,0,0.12,1e-06,0.999999,0,0.933333,0.970833,0.533333,0.533333,0,0.547723,1,1,1.0,0.19245,0,0,0,44,55,97
LED-000048,STL-000158-0,1,one_to_one,0,0,4989.05,0.036135,1.036135,3,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.0,0.03576,0,1,0,35,12,45
LED-000048,STL-000048-0,1,one_to_one,0,0,0.0,0.0,1.0,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.14304,0,0,0,35,9,42
LED-000048,STL-000051-0,1,one_to_one,0,0,6053.23,0.043843,1.043843,5,0.333333,0.629462,0.4,0.4,0,0.0,0,0,0.230769,0.045502,0,0,0,35,8,41
LED-000049,STL-000049-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.866025,0,0,0,19,6,23
LED-000049,STL-000031-0,1,one_to_one,0,0,400.21,0.003762,1.003762,1,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0.742308,0,0,0,19,7,24
LED-000049,STL-000421-0,1,one_to_one,0,0,2654.64,0.024956,0.975044,3,0.333333,0.549271,0.333333,0.333333,0,0.0,0,0,0.230769,0.178174,0,0,0,19,26,43
LED-000049,STL-000286-0,1,one_to_one,0,0,2975.91,0.027977,0.972023,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.154303,0,0,0,19,26,43
LED-000050,STL-000141-0,1,one_to_one,0,0,10748.38,0.045606,1.045606,5,0.176471,0.484444,0.176471,0.176471,0,0.0,0,0,0.230769,0.186339,0,0,0,28,27,53
LED-000051,STL-000048-0,1,one_to_one,0,0,6060.05,0.042047,0.957953,0,0.333333,0.629462,0.4,0.4,0,0.0,0,0,0.230769,0.836905,0,0,0,31,9,38
LED-000051,STL-000051-0,1,one_to_one,0,0,6.82,4.7e-05,0.999953,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.599003,0,0,0,31,8,37
LED-000052,STL-000255-1,1,one_to_one,0,0,1828.59,0.022151,1.022151,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.098058,0,0,0,48,57,103
LED-000052,STL-000052-0,1,one_to_one,0,0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.320256,0,0,0,48,54,100
LED-000052,STL-000205-0,1,one_to_one,0,0,2948.06,0.035712,0.964288,2,0.3,0.456383,0.3,0.3,0,-0.188608,0,0,0.230769,0.160128,0,0,0,48,30,76
LED-000053,STL-000053-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.280158,0,0,0,115,68,181
LED-000053,STL-000550-0,1,one_to_one,0,0,799.62,0.006919,0.993081,4,0.307692,0.617949,0.358974,0.358974,0,0.065372,0,0,0.230769,0.0341,0,0,0,115,81,194
LED-000053,STL-000540-0,1,one_to_one,0,0,4065.85,0.035179,1.035179,4,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.0,0.186772,0,1,0,115,57,170
LED-000054,STL-000054-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.352941,0.842857,0.352941,1.0,0,0.456435,0,0,0.0,0.848528,0,1,0,28,13,39
LED-000054,STL-000468-0,1,one_to_one,0,0,9410.22,0.047084,1.047084,1,0.216216,0.511376,0.27027,0.27027,0,0.0,0,0,0.230769,0.122474,0,0,0,28,13,39
LED-000054,STL-000482-0,1,one_to_one,0,0,852.77,0.004267,0.995733,1,0.344828,0.478694,0.275862,0.275862,0,0.0,0,0,0.230769,0.068599,0,0,0,28,12,38
LED-000054,STL-000150-0,1,one_to_one,0,0,1031.81,0.005163,0.994837,5,0.409091,0.541937,0.363636,0.363636,0,-0.048795,0,0,0.230769,0.707107,0,0,0,28,10,36
LED-000055,STL-000055-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.296334,0,0,0,15,27,40
LED-000055,STL-000505-0,1,one_to_one,0,0,3234.66,0.031114,0.968886,4,0.418605,0.611362,0.372093,0.372093,0,0.050637,0,0,0.230769,0.169334,0,0,0,15,19,32
LED-000057,STL-000057-0,1,one_to_one,0,0,5521.71,0.02252,0.97748,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.919272,0,0,0,9,18,25
LED-000058,STL-000058-0,1,one_to_one,0,0,13.52,0.000427,0.999573,3,0.96,0.992,0.96,0.96,0,0.801002,1,1,1.0,0.174574,0,0,0,62,47,107
LED-000060,STL-000060-0,1,one_to_one,0,0,15.52,0.000143,0.999857,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.350325,0,0,0,35,53,86
LED-000060,STL-000432-0,1,one_to_one,0,0,1422.74,0.013103,1.013103,2,0.1,0.406593,0.1,0.1,0,0.13484,0,0,0.230769,0.205153,0,0,0,35,53,86
LED-000060,STL-000248-0,1,one_to_one,0,0,1981.19,0.018247,1.018247,5,0.186047,0.477513,0.139535,0.139535,0,0.0,0,0,0.230769,0.205153,0,0,0,35,48,81
LED-000062,STL-000062-0,1,one_to_one,0,0,0.15,1e-06,1.000001,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0.367423,0,0,0,25,28,51
LED-000063,STL-000063-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.387097,0.848,0.387097,1.0,0,0.4,1,1,1.0,0.879883,0,0,0,35,36,69
LED-000063,STL-000281-0,1,one_to_one,0,0,5974.59,0.041767,1.041767,2,0.1875,0.455238,0.1875,0.1875,0,0.0,0,0,0.230769,0.092406,0,0,0,35,17,50
LED-000063,STL-000228-0,1,one_to_one,0,0,2615.3,0.018283,0.981717,5,0.25641,0.505476,0.25641,0.25641,0,-0.053452,0,0,0.230769,0.123208,0,0,0,35,21,54
LED-000063,STL-000259-0,1,one_to_one,0,0,6323.28,0.044205,0.955795,7,0.137931,0.43,0.137931,0.137931,0,0.0,0,0,0.230769,0.078386,0,0,0,35,17,50
LED-000064,STL-000064-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.550973,0,1,0,9,21,28
LED-000064,STL-000174-0,1,one_to_one,0,0,27.31,0.000141,0.999859,2,0.384615,0.483224,0.384615,0.352941,0,0.0,0,0,0.307692,0.453743,0,0,0,9,24,31
LED-000064,STL-000380-0,1,one_to_one,0,0,5113.2,0.026361,0.973639,2,0.166667,0.467787,0.166667,0.266667,0,0.0,0,0,0.307692,0.211289,0,0,0,9,18,25
LED-000064,STL-000574-0,1,one_to_one,0,0,8171.72,0.042129,1.042129,4,0.166667,0.467787,0.166667,0.266667,0,0.0,0,0,0.230769,0.453743,0,0,0,9,18,25
LED-000065,STL-000065-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.809524,0.936,0.809524,0.809524,0,0.732467,1,1,1.0,0.381,0,0,0,21,32,51
LED-000066,STL-000066-0,1,one_to_one,0,0,5919.79,0.024477,0.975523,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.205153,0,0,0,39,30,67
LED-000066,STL-000132-0,1,one_to_one,0,0,3335.15,0.01379,0.98621,3,0.339623,0.580401,0.301887,0.301887,0,-0.088561,0,0,0.230769,0.177667,0,0,0,39,19,56
LED-000067,STL-000067-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.902214,0,0,0,8,25,31
LED-000068,STL-000068-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.857143,0.77381,0.857143,1.0,0,0.876501,0,0,0.0,0.324176,0,1,0,113,179,290
LED-000069,STL-000511-0,1,one_to_one,0,0,1677.08,0.018063,1.018063,0,0.451613,0.555672,0.387097,0.387097,0,0.0,0,0,0.307692,0.04714,0,0,0,26,50,74
LED-000069,STL-000069-0,1,one_to_one,0,0,0.34,4e-06,0.999996,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.848528,0,0,0,26,35,59
LED-000070,STL-000070-0,1,one_to_one,0,0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.196116,0,0,0,23,19,40
LED-000070,STL-000146-0,1,one_to_one,0,0,9050.73,0.038085,0.961915,2,0.173913,0.48366,0.173913,0.173913,0,0.0,0,0,0.230769,0.196116,0,0,0,23,33,54
LED-000070,STL-000249-0,1,one_to_one,0,0,2733.91,0.011504,0.988496,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.075485,0,0,0,23,17,38
LED-000070,STL-000518-0,1,one_to_one,0,0,8455.12,0.035579,0.964421,5,0.421053,0.572108,0.368421,0.368421,0,0.062622,0,0,0.230769,0.454257,0,0,0,23,17,38
LED-000071,STL-000148-0,1,one_to_one,0,0,4804.95,0.019792,1.019792,4,0.592593,0.677839,0.555556,0.631579,0,0.50128,0,0,0.0,0.037424,0,1,0,158,94,250
LED-000072,STL-000072-0,1,one_to_one,0,0,4.88,0.005685,0.994315,0,0.352941,0.842857,0.352941,1.0,0,0.456435,1,1,1.0,0.879883,0,0,0,37,70,105
LED-000073,STL-000319-0,1,one_to_one,0,0,1863.13,0.014158,0.985842,1,0.25,0.467787,0.166667,0.166667,0,0.11547,0,0,0.230769,0.0,0,0,0,88,82,168
LED-000073,STL-000073-0,1,one_to_one,0,0,0.06,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.13901,0,1,0,88,79,165
LED-000073,STL-000400-0,1,one_to_one,0,0,5890.22,0.044761,0.955239,4,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0.688062,0,0,0,88,39,125
LED-000074,STL-000074-0,1,one_to_one,0,0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.195965,0,1,0,15,38,51
LED-000074,STL-000443-1,1,one_to_one,0,0,103.84,0.006766,0.993234,4,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0.127,0,0,0,15,26,39
LED-000076,STL-000076-0,1,one_to_one,0,0,9.97,0.000118,0.999882,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.2179,0,0,0,17,48,63
LED-000076,STL-000225-0,1,one_to_one,0,0,2988.0,0.035223,1.035223,5,0.2,0.479853,0.1,0.1,0,0.0,0,0,0.0,0.0,0,1,0,17,29,44
LED-000077,STL-000077-0,1,one_to_one,0,0,2008.66,0.009896,0.990104,1,0.928571,0.980952,0.928571,0.928571,0,0.714286,1,1,1.0,0.452911,0,0,0,36,23,57
LED-000077,STL-000479-0,1,one_to_one,0,0,6395.62,0.03151,1.03151,7,0.285714,0.547619,0.190476,0.190476,0,0.119523,0,0,0.230769,0.725775,0,0,0,36,18,52
LED-000078,STL-000287-0,1,one_to_one,0,0,829.99,0.03188,0.96812,1,0.444444,0.603938,0.444444,0.444444,0,0.0,0,0,0.230769,0.154303,0,0,0,24,31,53
LED-000079,STL-000079-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.352941,0.842857,0.352941,1.0,0,0.456435,0,0,0.0,0.15097,0,1,0,35,15,48
LED-000079,STL-000230-0,1,one_to_one,0,0,8268.1,0.048984,1.048984,5,0.125,0.357143,0.125,0.125,0,0.129099,0,0,0.230769,0.16343,0,0,0,35,34,67
LED-000080,STL-000080-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.196589,0,0,0,19,10,27
